orderNumber,orderDate,arrivalDate,email,orderStatus,shipType,shipPrice,total order price,isLate,warehouseID
1034,22/04/2022,24/04/2022,hpotapczuk1e@yandex.ru,Complete,Fast,$10 ,$102 ,0,7
1035,14/09/2020,16/09/2020,jgrigolon1z@qq.com,Complete,Fast,$10 ,$855 ,0,6
1036,22/08/2020,4/9/2020,fmacclayh@ted.com,Cancelled,Regular,$5 ,$855 ,1,7
1037,25/09/2021,7/10/2021,scottam3q@aol.com,Refund,Regular,$5 ,$739 ,1,1
1038,28/12/2020,3/1/2021,mgunterg@loc.gov,Complete,Regular,$5 ,"$1,189 ",0,6
1039,7/3/2023,11/3/2023,rmacdougal2j@ft.com,Complete,Regular,$5 ,$657 ,0,1
1040,13/09/2020,20/09/2020,cbirtles4b@salon.com,Complete,Regular,$5 ,$357 ,0,5
1041,11/9/2022,16/09/2022,tfoch5w@pbs.org,Complete,Regular,$5 ,"$3,638 ",0,3
1042,15/06/2021,22/06/2021,dmessitt8@merriam-webster.com,Complete,Regular,$5 ,"$3,408 ",0,7
1043,23/07/2021,2/8/2021,jpetrelluzzi43@ezinearticles.com,Complete,Regular,$5 ,$292 ,1,5
1044,10/6/2022,18/06/2022,jpetrelluzzi43@ezinearticles.com,Complete,Regular,$5 ,$55 ,0,7
1045,3/6/2021,17/06/2021,hleirmonth1q@theglobeandmail.com,Cancelled,Regular,$5 ,$112 ,1,1
1046,3/10/2022,4/10/2022,caneley40@msn.com,Complete,Fast,$10 ,"$2,471 ",0,1
1047,24/10/2021,25/10/2021,cchown4z@dmoz.org,Complete,Regular,$5 ,"$2,047 ",0,1
1048,26/07/2021,4/8/2021,kwayne2w@zdnet.com,Complete,Regular,$5 ,$986 ,0,6
1049,4/8/2020,7/8/2020,cmoreingv@army.mil,Complete,Fast,$10 ,$101 ,0,1
1050,7/2/2023,15/02/2023,gcicci1s@networksolutions.com,Complete,Regular,$5 ,"$1,006 ",0,6
1051,19/03/2021,30/03/2021,ewadie2v@yelp.com,Cancelled,Regular,$5 ,"$2,881 ",1,5
1052,23/03/2023,25/03/2023,bhearthfield2t@squarespace.com,Complete,Fast,$10 ,$103 ,0,2
1053,26/05/2022,30/05/2022,pbondesen4q@ebay.co.uk,Complete,Regular,$5 ,$962 ,0,1
1054,22/10/2020,2/11/2020,ssimeoni1b@cbslocal.com,Cancelled,Regular,$5 ,$42 ,1,2
1055,3/10/2021,13/10/2021,bnewlands62@networksolutions.com,Complete,Regular,$5 ,"$2,086 ",1,1
1056,21/06/2021,26/06/2021,mmcconaghyy@zimbio.com,Complete,Regular,$5 ,"$2,263 ",0,7
1057,24/02/2021,10/3/2021,smacdiarmid1g@pagesperso-orange.fr,Cancelled,Regular,$5 ,"$1,570 ",1,6
1058,22/02/2022,5/3/2022,hmcvee5c@usgs.gov,Cancelled,Regular,$5 ,"$1,477 ",1,2
1059,23/09/2021,6/10/2021,frichford1h@wired.com,Cancelled,Regular,$5 ,"$2,723 ",1,3
1060,24/01/2021,7/2/2021,hleirmonth1q@theglobeandmail.com,Refund,Regular,$5 ,$290 ,1,1
1061,26/12/2021,6/1/2022,jfillary3a@miitbeian.gov.cn,Refund,Regular,$5 ,$531 ,1,7
1062,29/09/2022,30/09/2022,wstukings1w@sourceforge.net,Complete,Regular,$5 ,"$1,986 ",0,7
1063,24/08/2020,6/9/2020,mluther6a@privacy.gov.au,Refund,Regular,$5 ,$634 ,1,3
1064,25/08/2020,27/08/2020,rbrimilcombe2o@lycos.com,Complete,Fast,$10 ,"$1,438 ",0,4
1065,24/10/2022,6/11/2022,jtootin3p@youku.com,Cancelled,Regular,$5 ,"$3,321 ",1,2
1066,27/11/2021,8/12/2021,gteodoro4f@lulu.com,Cancelled,Regular,$5 ,$441 ,1,4
1067,15/08/2021,24/08/2021,blong5z@examiner.com,Complete,Regular,$5 ,"$2,000 ",0,1
1068,3/4/2021,12/4/2021,vjunkinson3m@soup.io,Complete,Regular,$5 ,"$1,592 ",0,7
1069,31/01/2023,12/2/2023,lbonnesen6x@scientificamerican.com,Refund,Regular,$5 ,$887 ,1,1
1070,14/12/2022,16/12/2022,ssimko5i@ox.ac.uk,Complete,Fast,$10 ,$854 ,0,7
1071,25/09/2021,5/10/2021,mdrieu61@godaddy.com,Complete,Regular,$5 ,$149 ,1,4
1072,10/7/2021,23/07/2021,jlidgerton4l@omniture.com,Cancelled,Regular,$5 ,"$1,728 ",1,1
1073,24/05/2022,3/6/2022,epatullo3w@paypal.com,Complete,Regular,$5 ,$585 ,1,7
1074,3/7/2020,6/7/2020,avanderhoog24@myspace.com,Complete,Regular,$5 ,$185 ,0,6
1075,22/05/2022,3/6/2022,rsherbrooke4e@unesco.org,Refund,Regular,$5 ,$189 ,1,7
1076,7/5/2021,18/05/2021,mmcconaghyy@zimbio.com,Cancelled,Regular,$5 ,$955 ,1,5
1077,9/2/2021,10/2/2021,lsawforde10@microsoft.com,Complete,Regular,$5 ,"$2,039 ",0,2
1078,31/10/2022,3/11/2022,jpetrelluzzi43@ezinearticles.com,Complete,Regular,$5 ,$819 ,0,1
1079,14/10/2021,17/10/2021,atapton5v@dot.gov,Complete,Regular,$5 ,$283 ,0,6
1080,12/1/2023,22/01/2023,dstickells5b@hugedomains.com,Complete,Regular,$5 ,"$1,050 ",1,2
1081,14/01/2023,16/01/2023,egerrit4n@homestead.com,Complete,Regular,$5 ,"$3,007 ",0,2
1082,2/7/2022,14/07/2022,lthandi3@mozilla.org,Refund,Regular,$5 ,"$2,571 ",1,7
1083,18/08/2020,29/08/2020,emiall1x@fema.gov,Cancelled,Regular,$5 ,"$1,004 ",1,6
1084,11/11/2020,19/11/2020,hleirmonth1q@theglobeandmail.com,Complete,Regular,$5 ,"$1,610 ",0,7
1085,17/05/2021,29/05/2021,jkaubisch1d@phpbb.com,Refund,Regular,$5 ,"$1,720 ",1,2
1086,24/12/2020,7/1/2021,jstilgo67@homestead.com,Cancelled,Regular,$5 ,"$2,993 ",1,7
1087,20/09/2020,30/09/2020,pbracher56@soup.io,Complete,Regular,$5 ,"$2,148 ",1,1
1088,13/12/2022,15/12/2022,cmellsop5o@dropbox.com,Complete,Regular,$5 ,"$1,620 ",0,2
1089,19/07/2022,21/07/2022,lcaudwell2b@technorati.com,Complete,Regular,$5 ,"$1,925 ",0,7
1090,23/06/2021,6/7/2021,ngreasley5@nsw.gov.au,Refund,Regular,$5 ,"$1,297 ",1,6
1091,23/02/2022,7/3/2022,khedgecock2i@technorati.com,Refund,Regular,$5 ,"$1,517 ",1,2
1092,15/01/2023,25/01/2023,ksparke1o@foxnews.com,Complete,Regular,$5 ,$624 ,1,1
1093,9/11/2022,18/11/2022,abragger6e@usatoday.com,Complete,Regular,$5 ,$124 ,0,2
1094,14/07/2022,20/07/2022,fbalcon2y@state.tx.us,Complete,Regular,$5 ,"$2,777 ",0,7
1095,20/09/2020,25/09/2020,frichford1h@wired.com,Complete,Regular,$5 ,"$2,599 ",0,7
1096,18/08/2022,30/08/2022,ssimeoni1b@cbslocal.com,Cancelled,Regular,$5 ,$417 ,1,1
1097,29/12/2021,31/12/2021,lmarcum5g@weather.com,Complete,Fast,$10 ,$981 ,0,6
1098,17/12/2021,31/12/2021,mmcconaghyy@zimbio.com,Cancelled,Regular,$5 ,$696 ,1,6
1099,13/05/2021,14/05/2021,cmatiashvili1r@senate.gov,Complete,Regular,$5 ,$704 ,0,6
1100,19/08/2020,29/08/2020,lguilletonz@huffingtonpost.com,Complete,Regular,$5 ,$88 ,1,2
1101,27/08/2021,28/08/2021,nloosmore1f@un.org,Complete,Regular,$5 ,"$1,745 ",0,7
1102,23/08/2022,27/08/2022,rlesser30@geocities.com,Complete,Regular,$5 ,$97 ,0,6
1103,21/10/2022,2/11/2022,csawood6u@bbb.org,Cancelled,Regular,$5 ,"$2,334 ",1,2
1104,7/12/2020,18/12/2020,ssarjant35@va.gov,Cancelled,Regular,$5 ,$864 ,1,1
1105,10/3/2021,14/03/2021,nector4m@noaa.gov,Complete,Regular,$5 ,$440 ,0,2
1106,23/11/2021,6/12/2021,speddar4o@time.com,Refund,Regular,$5 ,$962 ,1,6
1107,13/10/2022,17/10/2022,aheardman1j@fda.gov,Complete,Regular,$5 ,"$1,895 ",0,5
1108,25/03/2021,1/4/2021,astockley2a@theguardian.com,Complete,Regular,$5 ,$42 ,0,1
1109,13/04/2022,21/04/2022,adurnin4p@ed.gov,Complete,Regular,$5 ,"$1,001 ",0,5
1110,26/05/2020,5/6/2020,lever3f@purevolume.com,Complete,Regular,$5 ,$692 ,1,7
1111,27/05/2020,10/6/2020,dthrustle50@chronoengine.com,Cancelled,Regular,$5 ,$174 ,1,2
1112,17/08/2020,21/08/2020,hhesey66@constantcontact.com,Complete,Regular,$5 ,"$2,943 ",0,2
1113,3/12/2020,6/12/2020,bcausier46@php.net,Complete,Regular,$5 ,"$1,108 ",0,5
1114,13/05/2022,25/05/2022,nsantorinik@japanpost.jp,Cancelled,Regular,$5 ,"$1,455 ",1,4
1115,9/5/2020,15/05/2020,ghollows4d@walmart.com,Complete,Regular,$5 ,$33 ,0,2
1116,1/12/2020,7/12/2020,cmoreingv@army.mil,Complete,Regular,$5 ,$352 ,0,6
1117,21/03/2023,22/03/2023,jmcilenna5d@deliciousdays.com,Complete,Fast,$10 ,$63 ,0,6
1118,26/07/2021,28/07/2021,jlewton1n@goodreads.com,Complete,Regular,$5 ,"$1,894 ",0,6
1119,18/09/2020,28/09/2020,ctaplow6h@jigsy.com,Complete,Regular,$5 ,"$1,373 ",1,1
1120,28/10/2020,29/10/2020,ssimeoni1b@cbslocal.com,Complete,Fast,$10 ,"$1,415 ",0,1
1121,30/01/2022,12/2/2022,palelsandrovich3t@mlb.com,Refund,Regular,$5 ,$892 ,1,1
1122,29/04/2023,13/05/2023,fstallybrass4@blogger.com,Refund,Regular,$5 ,"$1,508 ",1,3
1123,12/12/2022,18/12/2022,csawood6u@bbb.org,Complete,Regular,$5 ,$840 ,0,6
1124,20/03/2022,27/03/2022,jstilgo67@homestead.com,Complete,Regular,$5 ,$705 ,0,2
1125,26/07/2022,5/8/2022,abragger6e@usatoday.com,Complete,Regular,$5 ,"$2,671 ",1,7
1126,16/06/2022,23/06/2022,ahudless20@wisc.edu,Complete,Regular,$5 ,"$3,444 ",0,2
1127,12/9/2021,16/09/2021,kstyle33@nbcnews.com,Complete,Regular,$5 ,"$1,859 ",0,2
1128,9/9/2022,19/09/2022,bcausier46@php.net,Complete,Regular,$5 ,"$5,799 ",1,5
1129,12/7/2022,26/07/2022,kbrennenstuhl36@earthlink.net,Refund,Regular,$5 ,$619 ,1,6
1130,7/4/2021,20/04/2021,jmcilenna5d@deliciousdays.com,Refund,Regular,$5 ,$874 ,1,4
1131,16/06/2022,30/06/2022,sdunnan45@china.com.cn,Refund,Regular,$5 ,$663 ,1,2
1132,7/2/2021,21/02/2021,brodnight63@ycombinator.com,Cancelled,Regular,$5 ,"$1,257 ",1,7
1133,6/6/2021,14/06/2021,dpieche1k@wunderground.com,Complete,Regular,$5 ,"$2,167 ",0,7
1134,3/3/2021,7/3/2021,tgally6f@cafepress.com,Complete,Regular,$5 ,$54 ,0,2
1135,19/02/2021,3/3/2021,tcoo6w@usnews.com,Refund,Regular,$5 ,"$1,869 ",1,3
1136,31/12/2020,11/1/2021,bwillavize3x@bloglines.com,Cancelled,Regular,$5 ,"$1,109 ",1,2
1137,4/4/2023,5/4/2023,rjacobsohn5l@discuz.net,Complete,Regular,$5 ,$69 ,0,1
1138,5/2/2023,10/2/2023,bbalcers3j@nymag.com,Complete,Regular,$5 ,$748 ,0,1
1139,15/02/2023,1/3/2023,ahudless20@wisc.edu,Cancelled,Regular,$5 ,$81 ,1,2
1140,21/11/2022,29/11/2022,mgunterg@loc.gov,Complete,Regular,$5 ,"$3,698 ",0,7
1141,16/09/2020,22/09/2020,ahudless20@wisc.edu,Complete,Regular,$5 ,$902 ,0,5
1142,4/11/2021,11/11/2021,akochl32@pcworld.com,Complete,Regular,$5 ,$385 ,0,5
1143,13/12/2022,24/12/2022,ebensusan13@bandcamp.com,Cancelled,Regular,$5 ,"$2,020 ",1,1
1144,11/6/2022,25/06/2022,etimbridge4s@cyberchimps.com,Refund,Regular,$5 ,$722 ,1,1
1145,18/02/2022,25/02/2022,bmartinho2d@wikia.com,Complete,Regular,$5 ,"$1,987 ",0,7
1146,6/3/2021,13/03/2021,cmellsop5o@dropbox.com,Complete,Regular,$5 ,"$1,128 ",0,4
1147,27/04/2023,4/5/2023,edoblin5m@networksolutions.com,Complete,Regular,$5 ,"$1,851 ",0,2
1148,13/10/2022,16/10/2022,ssimko5i@ox.ac.uk,Complete,Regular,$5 ,$839 ,0,2
1149,6/4/2022,9/4/2022,kwayne2w@zdnet.com,Complete,Fast,$10 ,"$5,383 ",0,1
1150,24/01/2023,27/01/2023,kbrennenstuhl36@earthlink.net,Complete,Fast,$10 ,$414 ,0,5
1151,23/09/2020,27/09/2020,jgrigolon1z@qq.com,Complete,Regular,$5 ,"$1,406 ",0,6
1152,19/04/2023,2/5/2023,avanderhoog24@myspace.com,Refund,Regular,$5 ,$887 ,1,1
1153,21/11/2022,26/11/2022,gspatoni2e@foxnews.com,Complete,Regular,$5 ,"$1,176 ",0,7
1154,5/2/2023,17/02/2023,jluxford1c@yahoo.com,Cancelled,Regular,$5 ,$699 ,1,5
1155,21/03/2023,29/03/2023,kloftie3l@archive.org,Complete,Regular,$5 ,"$1,474 ",0,6
1156,26/06/2022,1/7/2022,dpieche1k@wunderground.com,Complete,Regular,$5 ,"$1,515 ",0,7
1157,3/7/2021,15/07/2021,agabbatt59@hc360.com,Cancelled,Regular,$5 ,"$3,228 ",1,1
1158,6/5/2022,15/05/2022,hdalglish23@cnet.com,Complete,Regular,$5 ,$56 ,0,6
1159,13/04/2022,16/04/2022,bwillavize3x@bloglines.com,Complete,Regular,$5 ,$456 ,0,6
1160,26/05/2020,4/6/2020,acullotey2c@ebay.com,Complete,Regular,$5 ,"$2,613 ",0,1
1161,10/6/2020,15/06/2020,hmcvee5c@usgs.gov,Complete,Regular,$5 ,"$2,875 ",0,2
1162,4/8/2021,17/08/2021,nector4m@noaa.gov,Cancelled,Regular,$5 ,"$2,162 ",1,2
1163,27/02/2022,11/3/2022,asillitoe1v@ucsd.edu,Refund,Regular,$5 ,"$2,586 ",1,7
1164,31/01/2022,10/2/2022,mboodell6k@smh.com.au,Complete,Regular,$5 ,$329 ,1,7
1165,7/11/2020,17/11/2020,jaddy6m@list-manage.com,Complete,Regular,$5 ,$727 ,1,2
1166,8/9/2020,11/9/2020,mmcconaghyy@zimbio.com,Complete,Fast,$10 ,$250 ,0,5
1167,11/12/2020,15/12/2020,aleidecker29@army.mil,Complete,Regular,$5 ,$678 ,0,1
1168,13/12/2022,26/12/2022,ctaplow6h@jigsy.com,Cancelled,Regular,$5 ,"$1,309 ",1,2
1169,18/07/2021,30/07/2021,cstammirs6q@google.com.au,Cancelled,Regular,$5 ,"$1,288 ",1,2
1170,15/07/2021,17/07/2021,bwillavize3x@bloglines.com,Complete,Fast,$10 ,"$1,386 ",0,1
1171,22/01/2021,25/01/2021,etimbridge4s@cyberchimps.com,Complete,Regular,$5 ,"$1,815 ",0,5
1172,6/10/2020,11/10/2020,ashillito26@marketwatch.com,Complete,Regular,$5 ,"$1,134 ",0,5
1173,27/07/2021,6/8/2021,rlesser30@geocities.com,Complete,Regular,$5 ,$430 ,1,3
1174,8/11/2020,10/11/2020,jlitherborough54@technorati.com,Complete,Fast,$10 ,$131 ,0,6
1175,9/1/2023,21/01/2023,kwey6g@webeden.co.uk,Refund,Regular,$5 ,$108 ,1,4
1176,25/09/2020,30/09/2020,dpieche1k@wunderground.com,Complete,Regular,$5 ,$264 ,0,2
1177,5/6/2020,7/6/2020,gcrafts60@diigo.com,Complete,Fast,$10 ,$188 ,0,2
1178,23/12/2022,1/1/2023,fdechelle58@quantcast.com,Complete,Regular,$5 ,"$1,665 ",0,7
1179,23/11/2021,26/11/2021,rsherbrooke4e@unesco.org,Complete,Regular,$5 ,"$1,161 ",0,3
1180,22/08/2022,25/08/2022,hhesey66@constantcontact.com,Complete,Fast,$10 ,"$3,536 ",0,1
1181,1/6/2021,2/6/2021,bcausier46@php.net,Complete,Fast,$10 ,$760 ,0,6
1182,27/11/2020,6/12/2020,hbacke47@scientificamerican.com,Complete,Regular,$5 ,"$2,433 ",0,2
1183,27/06/2020,30/06/2020,akochl32@pcworld.com,Complete,Fast,$10 ,"$1,879 ",0,6
1184,30/03/2022,13/04/2022,agabbatt59@hc360.com,Refund,Regular,$5 ,"$2,733 ",1,2
1185,26/07/2022,4/8/2022,ahallbord6o@uiuc.edu,Complete,Regular,$5 ,"$1,523 ",0,1
1186,4/9/2022,12/9/2022,mhuwsr@mit.edu,Complete,Regular,$5 ,"$4,609 ",0,5
1187,28/11/2020,30/11/2020,blong5z@examiner.com,Complete,Fast,$10 ,$36 ,0,3
1188,11/11/2021,24/11/2021,egauthorpp38@tuttocitta.it,Cancelled,Regular,$5 ,$660 ,1,2
1189,22/05/2022,30/05/2022,emcknish4a@scientificamerican.com,Complete,Regular,$5 ,"$1,707 ",0,6
1190,11/10/2021,21/10/2021,sbritcher6i@a8.net,Complete,Regular,$5 ,"$1,478 ",1,1
1191,15/05/2021,18/05/2021,speddar4o@time.com,Complete,Regular,$5 ,$292 ,0,7
1192,19/07/2020,26/07/2020,cmotion3e@skyrock.com,Complete,Regular,$5 ,$762 ,0,7
1193,26/12/2021,9/1/2022,gwondraschek2s@delicious.com,Refund,Regular,$5 ,"$1,468 ",1,2
1194,1/11/2020,13/11/2020,cmatiashvili1r@senate.gov,Cancelled,Regular,$5 ,"$1,924 ",1,2
1195,23/10/2022,1/11/2022,bwillavize3x@bloglines.com,Complete,Regular,$5 ,"$2,089 ",0,1
1196,25/12/2020,30/12/2020,fcoldham27@ted.com,Complete,Regular,$5 ,$635 ,0,1
1197,15/03/2023,20/03/2023,vchamley52@nps.gov,Complete,Regular,$5 ,"$2,578 ",0,1
1198,21/05/2021,23/05/2021,ksparke1o@foxnews.com,Complete,Regular,$5 ,$829 ,0,2
1199,14/01/2022,21/01/2022,speddar4o@time.com,Complete,Regular,$5 ,"$1,075 ",0,6
1200,23/05/2021,1/6/2021,ptangyew@gnu.org,Complete,Regular,$5 ,$467 ,0,1
1201,24/12/2021,29/12/2021,akochl32@pcworld.com,Complete,Regular,$5 ,$37 ,0,2
1202,31/10/2022,13/11/2022,eparradine34@thetimes.co.uk,Refund,Regular,$5 ,"$2,052 ",1,4
1203,6/5/2021,14/05/2021,brodnight63@ycombinator.com,Complete,Regular,$5 ,$47 ,0,7
1204,23/10/2021,5/11/2021,dstickells5b@hugedomains.com,Cancelled,Regular,$5 ,$459 ,1,1
1205,7/12/2020,15/12/2020,lbonnesen6x@scientificamerican.com,Complete,Regular,$5 ,"$2,542 ",0,1
1206,13/02/2022,26/02/2022,acullotey2c@ebay.com,Refund,Regular,$5 ,"$1,116 ",1,5
1207,3/12/2022,10/12/2022,btatam3g@cpanel.net,Complete,Regular,$5 ,"$1,727 ",0,1
1208,4/7/2022,8/7/2022,wperassi6c@live.com,Complete,Regular,$5 ,$483 ,0,1
1209,21/01/2023,23/01/2023,cbirtles4b@salon.com,Complete,Regular,$5 ,$281 ,0,2
1210,6/12/2022,20/12/2022,hmcvee5c@usgs.gov,Cancelled,Regular,$5 ,$285 ,1,7
1211,4/2/2022,16/02/2022,jgrigolon1z@qq.com,Cancelled,Regular,$5 ,"$1,985 ",1,2
1212,21/04/2021,22/04/2021,jlitherborough54@technorati.com,Complete,Fast,$10 ,"$1,937 ",0,6
1213,24/01/2021,6/2/2021,rbeckingham2l@goodreads.com,Cancelled,Regular,$5 ,$651 ,1,6
1214,15/07/2022,24/07/2022,kstyle33@nbcnews.com,Complete,Regular,$5 ,"$2,083 ",0,6
1215,25/02/2021,27/02/2021,eparradine34@thetimes.co.uk,Complete,Fast,$10 ,$707 ,0,2
1216,27/05/2022,10/6/2022,jtootin3p@youku.com,Cancelled,Regular,$5 ,$412 ,1,7
1217,5/1/2023,11/1/2023,imacduffie3h@goodreads.com,Complete,Regular,$5 ,"$2,383 ",0,6
1218,26/11/2020,7/12/2020,kardernee@blog.com,Refund,Regular,$5 ,"$1,767 ",1,2
1219,29/04/2023,30/04/2023,vchamley52@nps.gov,Complete,Regular,$5 ,$387 ,0,1
1220,13/01/2023,26/01/2023,kwey6g@webeden.co.uk,Cancelled,Regular,$5 ,"$2,104 ",1,2
1221,27/04/2021,11/5/2021,dpieche1k@wunderground.com,Refund,Regular,$5 ,$583 ,1,6
1222,15/04/2023,19/04/2023,dgoodreid2z@sun.com,Complete,Regular,$5 ,$827 ,0,6
1223,17/03/2021,19/03/2021,lbonnar1@mac.com,Complete,Regular,$5 ,$830 ,0,2
1224,19/04/2021,1/5/2021,oimm2q@dropbox.com,Refund,Regular,$5 ,$826 ,1,6
1225,12/11/2020,18/11/2020,lmarcum5g@weather.com,Complete,Regular,$5 ,$925 ,0,5
1226,3/9/2022,11/9/2022,vjunkinson3m@soup.io,Complete,Regular,$5 ,"$5,308 ",0,1
1227,28/06/2022,30/06/2022,aheardman1j@fda.gov,Complete,Regular,$5 ,"$2,193 ",0,1
1228,13/10/2022,23/10/2022,lmayfield37@weibo.com,Complete,Regular,$5 ,"$1,424 ",1,5
1229,16/04/2023,29/04/2023,apirnie6@networkadvertising.org,Refund,Regular,$5 ,$74 ,1,6
1230,20/01/2023,3/2/2023,cmilne51@hugedomains.com,Refund,Regular,$5 ,$84 ,1,5
1231,26/03/2023,6/4/2023,kwey6g@webeden.co.uk,Cancelled,Regular,$5 ,"$3,728 ",1,6
1232,13/01/2022,25/01/2022,egauthorpp38@tuttocitta.it,Cancelled,Regular,$5 ,"$2,012 ",1,2
1233,19/03/2023,21/03/2023,nector4m@noaa.gov,Complete,Regular,$5 ,$272 ,0,6
1234,23/09/2020,26/09/2020,dbruggen5n@gizmodo.com,Complete,Regular,$5 ,"$1,158 ",0,1
1235,3/11/2022,15/11/2022,ekik49@icq.com,Refund,Regular,$5 ,$48 ,1,2
1236,20/12/2022,26/12/2022,cburgett55@wufoo.com,Complete,Regular,$5 ,"$1,275 ",0,2
1237,3/5/2023,11/5/2023,epenrice64@aboutads.info,Complete,Regular,$5 ,"$2,677 ",0,7
1238,27/08/2021,7/9/2021,lcorringtoni@shareasale.com,Cancelled,Regular,$5 ,$424 ,1,4
1239,8/9/2022,18/09/2022,cperillo2u@51.la,Complete,Regular,$5 ,$710 ,1,7
1240,18/09/2020,22/09/2020,nector4m@noaa.gov,Complete,Regular,$5 ,$970 ,0,2
1241,23/01/2023,26/01/2023,kloftie3l@archive.org,Complete,Fast,$10 ,$169 ,0,7
1242,29/10/2022,5/11/2022,jlewton1n@goodreads.com,Complete,Regular,$5 ,"$1,643 ",0,7
1243,11/8/2021,17/08/2021,smacdiarmid1g@pagesperso-orange.fr,Complete,Regular,$5 ,"$7,782 ",0,5
1244,20/12/2021,26/12/2021,nloosmore1f@un.org,Complete,Regular,$5 ,"$1,255 ",0,2
1245,5/1/2023,7/1/2023,lthandi3@mozilla.org,Complete,Fast,$10 ,"$1,920 ",0,2
1246,22/12/2022,3/1/2023,hleirmonth1q@theglobeandmail.com,Cancelled,Regular,$5 ,$480 ,1,2
1247,16/02/2023,25/02/2023,mbelsey3s@flickr.com,Complete,Regular,$5 ,$19 ,0,2
1248,23/02/2021,7/3/2021,orakestraw2n@dailymotion.com,Refund,Regular,$5 ,$467 ,1,1
1249,3/11/2022,6/11/2022,lthandi3@mozilla.org,Complete,Regular,$5 ,$668 ,0,6
1250,27/01/2022,5/2/2022,bnewlands62@networksolutions.com,Complete,Regular,$5 ,"$2,936 ",0,2
1251,23/06/2021,26/06/2021,ksitlington3o@cbc.ca,Complete,Fast,$10 ,$722 ,0,2
1252,20/04/2022,2/5/2022,dbruggen5n@gizmodo.com,Refund,Regular,$5 ,$882 ,1,3
1253,18/03/2021,21/03/2021,rmccuthais1i@sciencedirect.com,Complete,Regular,$5 ,"$1,193 ",0,2
1254,29/12/2020,6/1/2021,fgymblett6t@cisco.com,Complete,Regular,$5 ,"$1,457 ",0,7
1255,25/08/2020,26/08/2020,whindenburg1m@fc2.com,Complete,Fast,$10 ,"$1,822 ",0,2
1256,29/10/2022,2/11/2022,jkaubisch1d@phpbb.com,Complete,Regular,$5 ,$436 ,0,1
1257,17/10/2021,31/10/2021,gteodoro4f@lulu.com,Cancelled,Regular,$5 ,$605 ,1,1
1258,15/07/2022,24/07/2022,pmackaile2x@telegraph.co.uk,Complete,Regular,$5 ,$763 ,0,1
1259,21/11/2020,27/11/2020,wpoltun2f@myspace.com,Complete,Regular,$5 ,"$1,217 ",0,5
1260,10/8/2021,17/08/2021,bkelberman4g@loc.gov,Complete,Regular,$5 ,"$2,195 ",0,2
1261,12/3/2021,15/03/2021,comalley4k@so-net.ne.jp,Complete,Fast,$10 ,"$1,610 ",0,2
1262,16/09/2020,22/09/2020,abarnsdall3n@wordpress.com,Complete,Regular,$5 ,$76 ,0,5
1263,23/03/2023,28/03/2023,bcausier46@php.net,Complete,Regular,$5 ,"$1,294 ",0,6
1264,19/10/2022,20/10/2022,rbolland16@state.tx.us,Complete,Regular,$5 ,"$2,569 ",0,2
1265,20/08/2021,28/08/2021,aruperto3v@reference.com,Complete,Regular,$5 ,$569 ,0,2
1266,9/12/2022,15/12/2022,qbowkerq@scribd.com,Complete,Regular,$5 ,$772 ,0,5
1267,22/01/2022,23/01/2022,bdobney2@deviantart.com,Complete,Regular,$5 ,$20 ,0,4
1268,4/11/2020,11/11/2020,fhimsworth7@abc.net.au,Complete,Regular,$5 ,"$2,056 ",0,2
1269,10/10/2020,14/10/2020,rsherbrooke4e@unesco.org,Complete,Regular,$5 ,$557 ,0,1
1270,18/02/2022,20/02/2022,kkuzma5h@meetup.com,Complete,Fast,$10 ,$98 ,0,2
1271,27/10/2022,28/10/2022,gbanford9@so-net.ne.jp,Complete,Regular,$5 ,"$1,231 ",0,1
1272,18/09/2021,21/09/2021,mhalley5y@prlog.org,Complete,Fast,$10 ,$34 ,0,2
1273,26/12/2020,3/1/2021,bluterf@virginia.edu,Complete,Regular,$5 ,$806 ,0,3
1274,26/12/2022,8/1/2023,dbettertonj@tripod.com,Refund,Regular,$5 ,"$1,045 ",1,2
1275,23/07/2020,4/8/2020,bhearthfield2t@squarespace.com,Cancelled,Regular,$5 ,"$2,096 ",1,4
1276,25/07/2020,26/07/2020,abragger6e@usatoday.com,Complete,Fast,$10 ,$125 ,0,1
1277,11/3/2023,21/03/2023,edoblin5m@networksolutions.com,Complete,Regular,$5 ,"$2,727 ",1,1
1278,24/07/2020,6/8/2020,avanderhoog24@myspace.com,Cancelled,Regular,$5 ,"$2,271 ",1,5
1279,6/5/2023,20/05/2023,ngreasley5@nsw.gov.au,Refund,Regular,$5 ,$984 ,1,2
1280,5/6/2022,13/06/2022,nector4m@noaa.gov,Complete,Regular,$5 ,$16 ,0,7
1281,28/10/2021,2/11/2021,imacduffie3h@goodreads.com,Complete,Regular,$5 ,$446 ,0,2
1282,11/1/2023,22/01/2023,ksparke1o@foxnews.com,Cancelled,Regular,$5 ,$780 ,1,1
1283,13/10/2021,27/10/2021,jgrigolon1z@qq.com,Refund,Regular,$5 ,"$1,439 ",1,6
1284,29/12/2021,6/1/2022,gcrafts60@diigo.com,Complete,Regular,$5 ,$680 ,0,1
1285,4/3/2022,5/3/2022,rskinner6l@sbwire.com,Complete,Regular,$5 ,$848 ,0,1
1286,16/12/2021,30/12/2021,ewadie2v@yelp.com,Refund,Regular,$5 ,$804 ,1,1
